qid,bm_loc,dn_loc,ans_loc,un_loc,pool_loc,bm_n,dn_n
TdHKeVa3D1TeOGOH,0.12666666666666668,0.10666666666666667,1.0,0.10968921389396709,12145,38,32
XWIdHC0txdl0zejI,0.0,0.0,0.0,0.0,0,0,0
VUskk3yiTgyBT1ow,0.08,0.08,0.8,0.07992202729044834,12145,24,24
QWjuW95IDQe0OfYl,0.03666666666666667,0.03666666666666667,0.3,0.031423290203327174,816,11,11
DKcf2cOSmH1bS3Hn,0.06333333333333334,0.056666666666666664,0.48,0.059233449477351915,12145,19,17
DzUYG67zn0H4Wlso,0.03,0.03666666666666667,0.32,0.03137254901960784,385,9,11
BooDymJ30lsZO5TP,0.1,0.02,0.58,0.056218057921635436,12145,30,6
hLR7C4xRztjo46Bh,0.03666666666666667,0.03333333333333333,0.36,0.03832116788321168,3659,11,10
tSbdVvPbZvTfvZph,0.03666666666666667,0.03,0.28,0.030303030303030304,670,11,9
HihlFPiAUqdRYfJX,0.07,0.07,0.54,0.060085836909871244,3178,21,21
lMQlWhgC1WeP0QFa,0.01,0.02,0.16,0.0162748643761302,849,3,6
sNAwxtdT2ckFsCsR,0.20333333333333334,0.2966666666666667,1.0,0.22099447513812154,19543,61,89
7hZgkMA3qItfwLhD,0.07,0.04,0.52,0.048214285714285716,3070,21,12
SSnZm95zoNfoDOCX,0.06,0.04,0.36,0.03885480572597137,1022,18,12
UeinPqOb9GWMNeBe,0.013333333333333334,0.013333333333333334,0.14,0.013618677042801557,499,4,4
Gw04fpNzQ1xeO0gJ,0.2633333333333333,0.08333333333333333,1.0,0.15853658536585366,12145,79,25
TPRBW1xwiw6o5tJ3,0.14333333333333334,0.19,1.0,0.14659685863874344,19543,43,57
NX4xwjOWfEzGx4l9,0.0,0.0,0.0,0.0,0,0,0
lo5bLU5N4uTA3Oc6,0.06,0.013333333333333334,0.32,0.03290676416819013,3178,18,4
ALPx0J8it9TJYKZH,0.07,0.05333333333333334,0.62,0.05860805860805861,1927,21,16
ga2GbuIesGRkJHFk,0.0,0.013333333333333334,0.08,0.006711409395973154,398,0,4
8r8EohNTfuHMeOnc,0.04,0.043333333333333335,0.26,0.026859504132231406,2326,12,13
IsixYCduqaQxONHt,0.023333333333333334,0.023333333333333334,0.18,0.018556701030927835,350,7,7
tDXMrRk0ShoYE9xC,0.006666666666666667,0.02,0.16,0.01532567049808429,100,2,6
CfoqgrneiK8q70cZ,0.04,0.05333333333333334,0.4,0.05025125628140704,1107,12,16
3rxQF6u5G0EGdoTd,0.25666666666666665,0.25333333333333335,1.0,0.23107569721115537,19543,77,76
Usjmb89IcXdIUu9D,0.02,0.06,0.36,0.03345724907063197,1177,6,18
xB75W4fXZAk3NEco,0.12,0.12333333333333334,0.96,0.09812108559498957,12145,36,37
JaYpFQMtsWBk90Aj,0.0,0.0,0.0,0.0,0,0,0
D06SAOKJZjyaT35B,0.11666666666666667,0.18333333333333332,1.0,0.15337423312883436,19543,35,55
